Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2020-12-02T22:10:00+00:00,False,,51.337394,-0.614895,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-03T00:40:00+00:00,False,,51.355050,-0.676663,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Vehicle search,2020-12-03T15:55:00+00:00,False,,51.370090,-0.491105,,,Other ethnic group - Not stated,,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-03T15:55:00+00:00,False,,51.370090,-0.491105,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-03T18:00:00+00:00,False,,51.392895,-0.513597,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,True,
Person search,2020-12-03T18:15:00+00:00,False,,51.443055,-0.473118,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,Arrest,True,
Person search,2020-12-03T18:30:00+00:00,True,,51.286849,-0.725775,Male,10-17,Other ethnic group - Not stated,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-03T19:03:00+00:00,False,,51.370229,-0.489980,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-03T19:15:00+00:00,False,,51.372235,-0.493578,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-03T19:30:00+00:00,False,,51.256094,-0.548810,Male,18-24,Black/African/Caribbean/Black British - African,Black,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-03T19:33:00+00:00,False,,51.454221,-0.210964,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-03T20:00:00+00:00,True,,51.443055,-0.473118,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,True,
Person search,2020-12-03T20:00:00+00:00,True,,51.443055,-0.473118,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,True,
Person search,2020-12-03T20:00:00+00:00,True,,51.443055,-0.473118,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,True,
Person search,2020-12-03T20:00:00+00:00,True,,51.443055,-0.473118,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,True,
Person search,2020-12-03T20:10:00+00:00,False,,51.321290,-0.559067,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-03T20:30:00+00:00,False,,51.106624,-0.743306,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Vehicle search,2020-12-03T20:40:00+00:00,False,,51.439306,-0.480107,,,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,True,
Person search,2020-12-03T20:43:00+00:00,False,,51.432186,-0.452089,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-03T20:50:00+00:00,False,,51.433150,-0.452934,Male,25-34,Other ethnic group - Not stated,Black,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-03T20:51:00+00:00,False,,51.433150,-0.452934,Female,over 34,Other ethnic group - Not stated,Other,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-03T21:55:00+00:00,False,,51.330279,-0.571259,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,Arrest,True,
Person search,2020-12-03T22:00:00+00:00,False,,51.330279,-0.571259,Female,18-24,Other ethnic group - Not stated,White,,Anything to threaten or harm anyone,Arrest,True,
Person search,2020-12-03T22:19:00+00:00,False,,51.451650,-0.472285,Male,10-17,White - Any other White background,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-03T22:20:00+00:00,False,,51.199971,-0.165666,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-03T22:20:00+00:00,False,,51.199971,-0.165666,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-03T22:30:00+00:00,False,,51.218324,-0.389867,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Articles for use in criminal damage,A no further action disposal,False,
Person search,2020-12-03T22:30:00+00:00,False,,51.218324,-0.389867,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Articles for use in criminal damage,A no further action disposal,False,
Person search,2020-12-03T22:30:00+00:00,False,,51.228841,-0.336177,Male,18-24,Other ethnic group - Not stated,White,,Firearms,A no further action disposal,False,
Person search,2020-12-03T22:30:00+00:00,False,,51.235523,-0.326095,Male,18-24,Other ethnic group - Not stated,White,,Firearms,A no further action disposal,False,
Person search,2020-12-03T22:30:00+00:00,False,,51.218324,-0.389867,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Articles for use in criminal damage,A no further action disposal,False,
Person search,2020-12-03T22:30:00+00:00,False,,51.228841,-0.336177,Male,10-17,Other ethnic group - Not stated,White,,Firearms,A no further action disposal,False,
Person search,2020-12-03T22:30:00+00:00,False,,51.218324,-0.389867,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Articles for use in criminal damage,A no further action disposal,True,
Person search,2020-12-03T22:56:00+00:00,False,,51.306055,-0.627029,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,False,
Person search,2020-12-04T00:00:00+00:00,False,,51.475038,-0.404085,Female,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-04T00:00:00+00:00,False,,51.473925,-0.402900,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-04T01:05:00+00:00,True,,51.451382,-0.476626,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,,Anything to threaten or harm anyone,Arrest,False,
Person search,2020-12-04T02:40:00+00:00,False,,51.325720,-0.755699,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,True,
Person search,2020-12-04T05:17:00+00:00,False,,51.333480,-0.548565,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-04T05:19:00+00:00,False,,51.334794,-0.545063,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-04T05:20:00+00:00,False,,51.334794,-0.545063,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-04T09:32:00+00:00,False,,51.380648,-0.456659,Male,25-34,White - Any other White background,White,,Article for use in theft,Summons / charged by post,False,
Person search,2020-12-04T10:00:00+00:00,False,,51.321290,-0.559067,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,A no further action disposal,False,
Person search,2020-12-04T10:30:00+00:00,False,,51.320690,-0.557048,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,A no further action disposal,False,
Person search,2020-12-04T10:45:00+00:00,False,,51.321290,-0.559067,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,A no further action disposal,False,
Person search,2020-12-04T13:57:00+00:00,False,,51.361490,-0.692062,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,True,
Person search,2020-12-04T17:10:00+00:00,False,,51.237631,-0.186875,Male,over 34,Other ethnic group - Not stated,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-04T17:14:00+00:00,False,,51.240814,-0.167824,Male,10-17,White - Any other White background,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-04T20:42:00+00:00,False,,51.420965,-0.376442,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-04T21:49:00+00:00,False,,51.307822,-0.302231,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-04T21:51:00+00:00,False,,51.235119,-0.574007,Male,18-24,Other ethnic group - Not stated,,,Offensive weapons,A no further action disposal,False,
Person search,2020-12-04T22:10:00+00:00,False,,51.313011,-0.302284,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-04T22:20:00+00:00,False,,51.380613,-0.277941,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,Arrest,True,
Person search,2020-12-04T23:30:00+00:00,False,,51.430920,-0.544199,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-05T00:16:00+00:00,False,,51.303104,-0.334411,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-05T00:20:00+00:00,False,,51.333916,-0.744251,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-05T02:00:00+00:00,False,,51.303143,-0.074747,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-05T05:10:00+00:00,False,,51.239503,-0.576622,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-05T09:50:00+00:00,False,,51.249315,-0.727414,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-05T14:51:00+00:00,False,,51.433949,-0.508985,Male,,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,False,
Person search,2020-12-05T20:50:00+00:00,False,,51.321664,-0.448952,Male,25-34,White - Any other White background,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-05T20:50:00+00:00,False,,51.256345,-0.545090,Male,18-24,White - Any other White background,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-05T22:18:00+00:00,False,,51.312103,-0.622099,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,False,
Person search,2020-12-05T22:28:00+00:00,False,,51.312103,-0.622099,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,False,
Person search,2020-12-05T22:30:00+00:00,False,,51.235922,-0.205550,Male,25-34,White - Any other White background,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-05T22:48:00+00:00,False,,51.235922,-0.205550,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-05T22:55:00+00:00,False,,51.286485,-0.324257,Female,18-24,White - Any other White background,White,,Controlled drugs,A no further action disposal,True,
Person search,2020-12-05T23:15:00+00:00,False,,51.226572,-0.783966,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-05T23:15:00+00:00,False,,51.256421,-0.066883,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-05T23:15:00+00:00,False,,51.339290,-0.254738,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-05T23:38:00+00:00,False,,51.314392,-0.250675,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-05T23:40:00+00:00,False,,51.316048,-0.244743,Male,10-17,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-05T23:42:00+00:00,False,,51.314392,-0.250675,Male,18-24,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-05T23:43:00+00:00,False,,51.314089,-0.244215,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T00:05:00+00:00,False,,51.239503,-0.576622,Male,25-34,White - Any other White background,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-06T01:20:00+00:00,False,,51.347370,-0.364053,Male,25-34,Other ethnic group - Not stated,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-06T01:29:00+00:00,False,,51.212184,-0.792635,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T01:30:00+00:00,False,,51.386995,-0.331841,Male,18-24,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-06T01:30:00+00:00,False,,51.386793,-0.331518,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-06T01:30:00+00:00,False,,51.356007,-0.363084,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-06T01:30:00+00:00,False,,51.386793,-0.331518,Male,25-34,Other ethnic group - Not stated,Asian,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-06T01:56:00+00:00,False,,51.246659,-0.569782,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Asian,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T02:00:00+00:00,False,,51.246659,-0.569782,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T02:03:00+00:00,False,,51.246659,-0.569782,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T02:09:00+00:00,False,,51.246659,-0.569782,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T02:22:00+00:00,False,,51.246659,-0.569782,Male,10-17,White - Any other White background,White,,Anything to threaten or harm anyone,Community resolution,True,
Person search,2020-12-06T02:23:00+00:00,False,,51.246659,-0.569782,Female,10-17,White - Any other White background,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T02:23:00+00:00,False,,51.246659,-0.569782,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T02:30:00+00:00,False,,51.246659,-0.569782,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T02:32:00+00:00,False,,51.246659,-0.569782,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T02:32:00+00:00,False,,51.246659,-0.569782,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T02:32:00+00:00,False,,51.246659,-0.569782,Female,10-17,Asian/Asian British - Any other Asian background,Asian,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2020-12-06T10:35:00+00:00,False,,51.237631,-0.186875,Male,25-34,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,True,
Person search,2020-12-06T10:43:00+00:00,False,,51.256345,-0.545090,Male,25-34,Other ethnic group - Not stated,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-06T12:15:00+00:00,False,,51.236256,-0.186370,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,Community resolution,True,
Person search,2020-12-06T12:15:00+00:00,False,,51.237631,-0.186875,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,Community resolution,False,
Person search,2020-12-06T12:20:00+00:00,False,,51.289729,-0.158291,Male,18-24,Other ethnic group - Any other ethnic group,,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-06T18:35:00+00:00,False,,51.380780,-0.493743,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-06T19:50:00+00:00,False,,51.303973,-0.568001,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-07T00:30:00+00:00,False,,51.321023,-0.762154,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-07T00:30:00+00:00,False,,51.321023,-0.762154,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,Community resolution,False,
Person search,2020-12-07T00:40:00+00:00,False,,51.187043,-0.610492,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-07T02:00:00+00:00,False,,51.392604,-0.409255,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-07T02:29:00+00:00,False,,51.430290,-0.478277,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-07T18:34:00+00:00,False,,51.317598,-0.557862,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-07T20:23:00+00:00,False,,51.215754,-0.162877,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,False,
Person search,2020-12-07T20:28:00+00:00,False,,51.250225,-0.760316,Male,18-24,White - Any other White background,,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-07T23:45:00+00:00,False,,51.302229,-0.323497,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,Arrest,False,
Person search,2020-12-08T00:26:00+00:00,False,,51.247933,-0.576205,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2020-12-08T00:38:00+00:00,False,,51.247933,-0.576205,Male,18-24,Other ethnic group - Not stated,White,,Controlled drugs,Community resolution,True,
Person search,2020-12-08T04:00:00+00:00,False,,51.372921,-0.267368,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-08T04:08:00+00:00,False,,51.372921,-0.267368,Male,25-34,Other ethnic group - Not stated,Other,,Article for use in theft,A no further action disposal,False,
Person search,2020-12-08T08:28:00+00:00,False,,51.170392,-0.171961,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,True,
Person search,2020-12-08T14:10:00+00:00,False,,51.433279,-0.522861,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,Community resolution,False,
Person search,2020-12-08T17:22:00+00:00,False,,51.430882,-0.496325,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
