Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
efa065d529e6b19c4e56b973e976c1d6720a430ec682bfead8fc4ba62bd41cf4,2020-04,Gwent Police,Gwent Police,-3.233681,51.581865,On or near MILL CLOSE,W01001396,Caerphilly 023D,Investigation complete; no suspect identified
33ee2198135f6122a4c18c2e33fdabd6462ca06bf487d444e066065cd20c68a1,2020-04,Gwent Police,Gwent Police,-2.992071,51.590828,On or near CLARENCE PLACE,W01001693,Newport 013E,Investigation complete; no suspect identified
92ad5762536b066f26dccc18bc06964b8edeee26a852949f06136791fa09abc2,2020-04,Gwent Police,Gwent Police,-3.227787,51.708989,On or near STATION TERRACE,W01001385,Caerphilly 002D,Investigation complete; no suspect identified
3275cad7b0548f45876fc9bb660329fcdcc61cf2b0fa3a32d2a91c8a94dd3593,2020-04,Gwent Police,Gwent Police,-3.023392,51.578430,On or near GAER PARK AVENUE,W01001631,Newport 017C,Investigation complete; no suspect identified
dd10c9a59687ef692a9c1b6559825139fe5fa0efbceb71e9a9609ead5e88eaeb,2020-04,Gwent Police,Gwent Police,-3.023392,51.578430,On or near GAER PARK AVENUE,W01001631,Newport 017C,Investigation complete; no suspect identified
4ca551ebad302bae4c5faa3ac89ed924be304177bc4c5481e29078bcb2d379e5,2020-04,Gwent Police,Gwent Police,-3.237088,51.659437,On or near PARC DERWEN,W01001363,Caerphilly 012A,Investigation complete; no suspect identified
ce81d38c21fc24d6b0492726b79b60527625c592a5f4222be1148607ed871c9c,2020-04,Gwent Police,Gwent Police,-3.228286,51.681433,On or near PARK PLACE,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
d5bcad619fd55be4fdd6c770196eb73d58abc7ff1155c6ed55abc87fa5011d0a,2020-04,Gwent Police,Gwent Police,-3.213810,51.672367,On or near PENCOED AVENUE,W01001352,Caerphilly 007A,Investigation complete; no suspect identified
3cbe4dfb6d073d7c91e9839186682900e1e242b745a26cb91e73181be52d2791,2020-04,Gwent Police,Gwent Police,-3.254125,51.767974,On or near WALTER CONWAY AVENUE,W01001479,Blaenau Gwent 006D,Investigation complete; no suspect identified
4f940824e15e80885068f5a0aef9d5551e51a87135e5790faf0436f6b45f96d6,2020-04,Gwent Police,Gwent Police,-2.997412,51.585541,On or near HAVELOCK STREET,W01001687,Newport 014D,Investigation complete; no suspect identified
a6c069d30fe04cf237c125c21a024080c0208e63f31e06143bddddcb3918adf9,2020-04,Gwent Police,Gwent Police,-3.232623,51.717552,On or near ALEXANDRA ROAD,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
37af8c94d8362b80b1b7de98a2f5b269805b6b03a3cf23d32e6225dc49d1ef3b,2020-04,Gwent Police,Gwent Police,-2.941761,51.585785,On or near SULLIVAN CIRCLE,W01001668,Newport 010D,Investigation complete; no suspect identified
8327de2022b097c24801bf50ac5db0254f2b210d255db7bc2ca1525b6a2e2762,2020-04,Gwent Police,Gwent Police,-3.234539,51.588492,On or near CWRT LLANFABON,W01001393,Caerphilly 019D,Investigation complete; no suspect identified
30caa410ab2ef31385bcf9c8dfb5138cf015009bdb1ea93ad9322aab52cabe2f,2020-04,Gwent Police,Gwent Police,-2.962806,51.596063,On or near VERMEER CRESCENT,W01001614,Newport 005A,Investigation complete; no suspect identified
f5a9f62a3a6c9b1bde6b3d7864531fc5bf5833e18f45bf7e71bb2dbe59c5383d,2020-04,Gwent Police,Gwent Police,-3.027884,51.579254,On or near Sports/Recreation Area,W01001604,Newport 012D,Investigation complete; no suspect identified
155a29e4f23c81a35ce787b4f2fa918455e73287bb646c5b8aee33b8fa08848e,2020-04,Gwent Police,Gwent Police,-3.016612,51.820629,On or near CROSS STREET,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
cdacbebe20e4fd3c4d0111ffcc2442a84d7f4cc2b14032e0bdc8e4191301b057,2020-04,Gwent Police,Gwent Police,-3.228642,51.584463,On or near LEWIS DRIVE,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
6bfde5adf441f72e97956303e2201e7d72cfe3a8fd29db87a8e44869d570f564,2020-04,Gwent Police,Gwent Police,-3.214695,51.577298,On or near Supermarket,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
784e1c68bb0b93e0341e0d1c0f440c22ee1a69f3e5d4481f53ca18c1e745de54,2020-04,Gwent Police,Gwent Police,-2.949465,51.588384,On or near DELIUS CLOSE,W01001610,Newport 015C,Investigation complete; no suspect identified
7901a3ff2119f695b4f5e891d9bc334ac39ace506958b7379e0b4f9ca73e41ab,2020-04,Gwent Police,Gwent Police,-3.003786,51.583329,On or near BRYNHYFRYD AVENUE,W01001686,Newport 014C,Investigation complete; no suspect identified
d571eb86e4943c310224bd302439427d9a6143091d68c0590e592d3039444d7d,2020-04,Gwent Police,Gwent Police,-3.222598,51.572773,On or near LUDLOW STREET,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
0c7e4306047cbf82c76814e9f3122fe0246822714b8e0295fb60ebc845259975,2020-04,Gwent Police,Gwent Police,-3.009226,51.572177,On or near Supermarket,W01001629,Newport 017A,Investigation complete; no suspect identified
b12ee135824b5989fffeb9229a06bf2002eb4038fde4049abadef63bdb903b80,2020-04,Gwent Police,Gwent Police,-3.043468,51.711958,On or near GREENLAND ROAD,W01001531,Torfaen 003D,Investigation complete; no suspect identified
de9b9ff007ea17885076e880c1edd0d38f5daa3ae8bb3ddfc1af3f3bf758c29e,2020-04,Gwent Police,Gwent Police,-3.226919,51.678516,On or near COMMERCIAL STREET,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
279be6bcd220448ecf8de29bdda72acf547b2731289c912973deac085ecd8774,2020-04,Gwent Police,Gwent Police,-2.937365,51.598022,On or near ROYAL OAK DRIVE,W01001663,Newport 008C,Investigation complete; no suspect identified
41705bef70dba820d57119cca04103ed6deacaaa333e3d33e813ea7377618d99,2020-04,Gwent Police,Gwent Police,-3.209287,51.667073,On or near TWYN GARDENS,W01001353,Caerphilly 007B,Investigation complete; no suspect identified
b6ee5ec7273f679ce40e52e87eb65a2143cc3766e5a2df83651f15b2bff79929,2020-04,Gwent Police,Gwent Police,-3.031253,51.612053,On or near TONE SQUARE,W01001617,Newport 003A,Investigation complete; no suspect identified
e128b068cad1c6ab10518c375bc43c0fbdaf0472f15daea6c98f18934a0acab6,2020-04,Gwent Police,Gwent Police,-3.018740,51.665248,On or near BLAENWERN,W01001520,Torfaen 007B,Investigation complete; no suspect identified
ef4133479187524a2edd9e2d4be9e411cd0317e7826400fcf0b1577a991dedf3,2020-04,Gwent Police,Gwent Police,-3.222598,51.572773,On or near LUDLOW STREET,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
019235006154bfdca02179c5f7b9c27f1d0b24769770b362c1af62e49235684f,2020-04,Gwent Police,Gwent Police,-3.149200,51.694795,On or near PENTWYN ROAD,W01001358,Caerphilly 006C,Offender given penalty notice
6cef5007c9ac932f311006861017986558edfa28cd8b4ef0b485fd98f8bb9432,2020-04,Gwent Police,Gwent Police,-2.995268,51.589803,On or near A4042,W01001685,Newport 014B,Suspect charged
ecc9b883d2f6590ff1bcb2af9ab4f038580c9b0a75ccab4e983ece307d4d85ff,2020-04,Gwent Police,Gwent Police,-3.239839,51.589650,On or near PEN-Y-GROES,W01001400,Caerphilly 019F,Suspect charged
62af3deb532ad354f8c5768e5840de7117f7e7774f9569956fcf45663c2213f2,2020-04,Gwent Police,Gwent Police,-3.239839,51.589650,On or near PEN-Y-GROES,W01001400,Caerphilly 019F,Offender given a caution
243f1661533bfecb4d28a75ed8266e03ba137c08ce7d13e36791fbe2446ecfe2,2020-04,Gwent Police,Gwent Police,-3.054526,51.714430,On or near RIVER ROW,W01001529,Torfaen 003B,Unable to prosecute suspect
e68a2e84e633d1fd964fd30757b091f012495f083693789ead790dc447554de8,2020-04,Gwent Police,Gwent Police,-2.983208,51.586821,On or near Bus/Coach Station,W01001693,Newport 013E,Suspect charged
445d3a15e113d3d9982422c24773405db7cca599815d03cf33845563d48f63a4,2020-04,Gwent Police,Gwent Police,-3.036882,51.608703,On or near DERWENT COURT,W01001620,Newport 003D,Offender given penalty notice
204f86c55d0de0d666fcedd7ec450e0f59547c23edce0db2bed43ff641fbae8c,2020-04,Gwent Police,Gwent Police,-3.246168,51.772132,On or near CASTLE STREET,W01001481,Blaenau Gwent 006E,Suspect charged
f9f1aefaaae9db1775447ba19278096a30ad9a4abb0ed65d249b00bb013590e4,2020-04,Gwent Police,Gwent Police,-3.269611,51.601803,On or near BRYN ABER,W01001333,Caerphilly 018D,Unable to prosecute suspect
2508c96d1dcce5384a9c7f217cf11dd2aea081b2a208032d37236c4add1296f7,2020-04,Gwent Police,Gwent Police,-2.963844,51.621869,On or near WEBLEY CLOSE,W01001627,Newport 001E,Local resolution
46b53550246bf1abb882ea1def0b556c6597d6acf9333411934f6f18c07d8333,2020-04,Gwent Police,Gwent Police,-3.042744,51.714428,On or near COBNER CLOSE,W01001530,Torfaen 003C,Unable to prosecute suspect
e5925ce36e882a3df8d80ae72063da7dda5dee0c5e4985045009987e4893de25,2020-04,Gwent Police,Gwent Police,-3.248828,51.723046,On or near RAILWAY TERRACE,W01001386,Caerphilly 002E,Suspect charged
e0448f16556b959fff68757c0bff512745a78cf00517e38ea6a8165c3038b0e8,2020-04,Gwent Police,Gwent Police,-3.133405,51.730870,On or near Parking Area,W01001435,Blaenau Gwent 008A,Suspect charged
abf58b0b1e69c78c66bad5fa090cd7d1f945759e0f3fad6393aa240a37a5b9d3,2020-04,Gwent Police,Gwent Police,-3.230744,51.712348,On or near STATION ROAD,W01001385,Caerphilly 002D,Unable to prosecute suspect
b53a902bf231f06b9f7612d619a23bedf9fb980b6fda24eaf0e1c2c1e89a2477,2020-04,Gwent Police,Gwent Police,-2.998985,51.599995,On or near SPRING STREET,W01001683,Newport 006D,Suspect charged
73b1718f2ed8c290b2ed18173a4b1bab32842e7b3da8f511ff525ecb39f90370,2020-04,Gwent Police,Gwent Police,-3.057330,51.714243,On or near LLWYD COURT,W01001529,Torfaen 003B,Suspect charged
3759cba3b9612c4e222c459efc724862278fb952f728c61a9597d775b0745efb,2020-04,Gwent Police,Gwent Police,-3.267121,51.595347,On or near THOMAS STREET,W01001330,Caerphilly 018A,Suspect charged
cc4b6cd8e3970bdf36a3712a9f623eeb06c96ddd4e8b06010e4dcf2e5c12e17c,2020-04,Gwent Police,Gwent Police,-3.270367,51.598864,On or near HIGH STREET,W01001333,Caerphilly 018D,Offender given a caution
fc77f045a0b00c7a4a0270f2b059c9ec72271f4618814a6cc7871ba60bf392d8,2020-04,Gwent Police,Gwent Police,-2.993072,51.581765,On or near CARDIFF ROAD,W01001687,Newport 014D,Suspect charged
7a743636e36a97f19f11a48ba6efeb6a37c52067cd64127e5bdd6a931ff4f58d,2020-04,Gwent Police,Gwent Police,-2.990190,51.591276,On or near EAST USK ROAD,W01001693,Newport 013E,Suspect charged
e2db16ab9ec265f8009b3307be56f0cc54539ef7c17a3b00f78dfee40b2e3edb,2020-04,Gwent Police,Gwent Police,-2.989984,51.581773,On or near RUPERRA STREET,W01001661,Newport 018C,Offender given penalty notice
016f46773e3d02dfbbb235f5bca853385b76ebbe7086f6fb461412190cb018a9,2020-04,Gwent Police,Gwent Police,-3.235928,51.659845,On or near PENMAEN CLOSE,W01001363,Caerphilly 012A,Suspect charged
b6dde96013ba846c762c96f7a4756cfb97c5605a1616bd52149237164df1d8eb,2020-04,Gwent Police,Gwent Police,-2.998845,51.613367,On or near PILTON VALE,W01001653,Newport 002C,Unable to prosecute suspect
89049c2ec814b1706d8bbaa2dda2633562889bd756fef2df64b7cfc26dea9838,2020-04,Gwent Police,Gwent Police,-3.236664,51.637511,On or near Sports/Recreation Area,W01001434,Caerphilly 013F,Suspect charged
29a8fcd38c166dbfd99e8cd6d06cfc239cec5b74a4b0925bd17ee666ec04b4d1,2020-04,Gwent Police,Gwent Police,-2.998845,51.613367,On or near PILTON VALE,W01001653,Newport 002C,Unable to prosecute suspect
01a72b6588f3ec4889245494df3092160334a421f83b94e64694928f8bb5fb53,2020-04,Gwent Police,Gwent Police,-3.240329,51.783829,On or near GREEN MEADOW,W01001473,Blaenau Gwent 003B,Offender given a caution
b0949c434cac87f9a6156d0120eb88e9e5ef949af5323e29709907e214c3001d,2020-04,Gwent Police,Gwent Police,-3.240329,51.783829,On or near GREEN MEADOW,W01001473,Blaenau Gwent 003B,Offender given a caution
c5a6c0f77fbf004b529f1afe413a414295f65004b18d5bea865f4f2257b7f165,2020-04,Gwent Police,Gwent Police,-3.240329,51.783829,On or near GREEN MEADOW,W01001473,Blaenau Gwent 003B,Offender given a caution
d7cda49a3bcc660fc75ead69426652eb1ef414feef099a4220ff5384a94e6d1b,2020-04,Gwent Police,Gwent Police,-3.021079,51.557032,On or near Supermarket,W01001689,Newport 019D,Offender given penalty notice
e20aa4c33c9cc3022fb062949f37cb17fa69f0eebb086fb24f641e3b9fe84257,2020-04,Gwent Police,Gwent Police,-2.764283,51.608016,On or near BISHOP CLOSE,W01001542,Monmouthshire 009A,Offender given a drugs possession warning
87e19c715f8b1c28a0caa2766d60e6516990b7425e0c6f35f1d518dbcd176eaf,2020-04,Gwent Police,Gwent Police,-3.096466,51.770324,On or near MARTIN TERRACE,W01001489,Torfaen 001C,Unable to prosecute suspect
2501a91e624ddce28585b3d56368146664fe6a55f70ac3ae881585554f693389,2020-04,Gwent Police,Gwent Police,-3.160856,51.678756,On or near BYRON PLACE,W01001357,Caerphilly 006B,Unable to prosecute suspect
ea9c1daaa067ffef8a1e50e5981b6d6dfa9a55001d5fcebe324e8e0472787441,2020-04,Gwent Police,Gwent Police,-3.185905,51.660945,On or near Bus/Coach Station,W01001403,Caerphilly 011C,Offender given a caution
58da72bdee9f61c0d567d78cb2918777a150863e99644fa572bbcafa296d8694,2020-04,Gwent Police,Gwent Police,-2.963680,51.583485,On or near SOMERTON LANE,W01001643,Newport 013B,Suspect charged
7daff9d1e07f5487d5305abf99cbc697d900ccd12128de78bd60b21b8203156f,2020-04,Gwent Police,Gwent Police,-3.267121,51.595347,On or near THOMAS STREET,W01001330,Caerphilly 018A,Suspect charged
3fde3010615dbbe355ca2ea83ad901ca8924d9d96bea9b13392f9437f1622f19,2020-04,Gwent Police,Gwent Police,-3.250702,51.781992,On or near MARTINDALE CLOSE,W01001481,Blaenau Gwent 006E,Suspect charged
c1d6758ac5cd4d4e06518f6512fdd7fe4f7453608d9ec01e86eb1c9f6d860069,2020-04,Gwent Police,Gwent Police,-3.139757,51.650082,On or near DAN-Y-RHIW TERRACE,W01001327,Caerphilly 014A,Unable to prosecute suspect
e19572778a9eb4eebd33fed1fb7a3cf55ebd7856635ddd9ba3275c0d436f2cbe,2020-04,Gwent Police,Gwent Police,-3.169708,51.591710,On or near SUMMERFIELD LANE,W01001346,Caerphilly 020D,Formal action is not in the public interest
003e31bd4b87da5e0df6a7548fd736d7d3a891c611adb10e41b80b3f09016a29,2020-04,Gwent Police,Gwent Police,-2.945278,51.576495,On or near CENTRAL AVENUE,W01001646,Newport 015E,Suspect charged
62bcd053dd6ba2a0972abf1fc90a528f712dd568a197e42b934b5f9c228d23d6,2020-04,Gwent Police,Gwent Police,-3.196535,51.669856,On or near PENTWYN ROAD,W01001347,Caerphilly 005C,Unable to prosecute suspect
eaaf796cab53499e7a06892e63445c522a01bcc02009cbb3ec8ba86145298157,2020-04,Gwent Police,Gwent Police,-2.658426,51.640389,On or near Parking Area,E01022272,Forest of Dean 010B,Offender given a caution
224501b583e8bc346c2c443624421f99aa432816226c1d324d26708f0b9dca95,2020-04,Gwent Police,Gwent Police,-2.978921,51.567318,On or near NEW QUAY ROAD,W01001647,Newport 015F,Investigation complete; no suspect identified
7fd23daf740952bb96a210f53b0cb4736a4ef9bb425b9f3f4df1615a4d944887,2020-04,Gwent Police,Gwent Police,-3.027870,51.698752,On or near USK ROAD,W01001525,Torfaen 003A,Investigation complete; no suspect identified
a5aef2067043a730f54659770ac48270970d3b078e5131426bfc1e1fe43c8b5d,2020-04,Gwent Police,Gwent Police,-2.989761,51.588141,On or near COLNE STREET,W01001693,Newport 013E,Investigation complete; no suspect identified
3bd97e5d02e0d32f37154b8a3268f584baef3fc9a865660d11e6d869e75143e5,2020-04,Gwent Police,Gwent Police,-3.024825,51.687566,On or near CLIFTON SQUARE,W01001515,Torfaen 006B,Investigation complete; no suspect identified
7b00598cd566d2a89fd15c9d694f5a8b38bef5e70629744889f9ad8d59eeb1fe,2020-04,Gwent Police,Gwent Police,-3.028840,51.824965,On or near Petrol Station,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
6e31d0f5d56471887f0623f56a46144e1b38f8ac8a27dc4a37fbcfe60b9cd169,2020-04,Gwent Police,Gwent Police,-2.972285,51.582263,On or near SLADE STREET,W01001643,Newport 013B,Investigation complete; no suspect identified
9bb95fcfbd9d45e85e232f06e6b9c8222134931b61cc5be671d49d91a0b87fa8,2020-04,Gwent Police,Gwent Police,-3.211690,51.662840,On or near CLOS AFON TYWI,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
7269aca98692b2b6b47b1a2ae8ce1411b77deefeca43d96defd59af25595afd7,2020-04,Gwent Police,Gwent Police,-3.032253,51.664986,On or near BEECH CLOSE,W01001522,Torfaen 007D,Investigation complete; no suspect identified
dde11427906acaa4c940af7bc17ec44b7228ef4f3191cb0e7fdbdba44edd322c,2020-04,Gwent Police,Gwent Police,-2.936214,51.597510,On or near B4237,W01001663,Newport 008C,Investigation complete; no suspect identified
35d180c60dc426c743f00fcf3572336e47253868a7f2c152f5a4aea50b04d7be,2020-04,Gwent Police,Gwent Police,-3.002860,51.652662,On or near TURNPIKE ROAD,W01001507,Torfaen 008D,Investigation complete; no suspect identified
c0eaa34ccd529463cfd1e3a2a24f29273ecd2f6075ec89630fd43480d143223c,2020-04,Gwent Police,Gwent Police,-3.153918,51.764181,On or near EAST PEN-TWYN,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
8dc1271ade28e775bc28eebe2e1abb0f1f8bc34adeac9fb381674ecc53a62cc0,2020-04,Gwent Police,Gwent Police,-3.208861,51.769393,On or near HIGH STREET,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
1375ae07ac8aee37fa0f4bc8c9221c052b742ef3ac1cdd42cd0f69217204494e,2020-04,Gwent Police,Gwent Police,-3.059903,51.731448,On or near VICARAGE LANE,W01001484,Torfaen 002C,Investigation complete; no suspect identified
a0f4bf234fe00865aa35423355147d7a05120e6522b577a2616cbaffc0e17c62,2020-04,Gwent Police,Gwent Police,-3.157385,51.758662,On or near HENWAUN STREET,W01001445,Blaenau Gwent 005C,Investigation complete; no suspect identified
04f7ee6496e992ea524a17fbc2bd056f5ccbbb811c5e50ae1b5061bafa66f11a,2020-04,Gwent Police,Gwent Police,-2.941886,51.572989,On or near QUEENSWAY MEADOWS,W01001649,Newport 004D,Investigation complete; no suspect identified
5c559e0ba38238907aa17b863401c660ba38f2b47d7fe09ab8485572b2ff5932,2020-04,Gwent Police,Gwent Police,-3.131481,51.702529,On or near BLAEN-CYFFIN ROAD,W01001465,Blaenau Gwent 009B,Investigation complete; no suspect identified
729d2f810ad645db9c0e1ca64f28febfd4a0c042f03ded86f48a794712392163,2020-04,Gwent Police,Gwent Police,-2.706259,51.810405,On or near A4136,W01001599,Monmouthshire 004F,Investigation complete; no suspect identified
b27316e0e78210fa82a0c522b440ff95935bd39ac0bbc206b1a63d3689b3221f,2020-04,Gwent Police,Gwent Police,-3.037898,51.586781,On or near Petrol Station,W01001674,Newport 009E,Investigation complete; no suspect identified
94a3ed554e8eae012959da55e19f724b3e9f71e28bdeaf5afbfe8c2f155e71aa,2020-04,Gwent Police,Gwent Police,-3.031759,51.707529,On or near THE WOODLANDS,W01001525,Torfaen 003A,Investigation complete; no suspect identified
1c66ab5b370b8874d494b6b9a896e3e91b290b535a84b3965e308d3ecd945d72,2020-04,Gwent Police,Gwent Police,-3.001825,51.571575,On or near PORT ROAD,W01001660,Newport 018B,Investigation complete; no suspect identified
7ee06246e80471e39d22de849a4d0592b6f21feeca5f908dc6e2f5a2e459417b,2020-04,Gwent Police,Gwent Police,-3.146688,51.850525,On or near BEECHWOOD ROAD,W01001904,Powys 018G,Investigation complete; no suspect identified
04895c374837f52ffe0316d9cfe25b2bb217c51bae50e13aa083eedb7a2a88fe,2020-04,Gwent Police,Gwent Police,-3.236645,51.592696,On or near HEOL LAS,W01001400,Caerphilly 019F,Investigation complete; no suspect identified
1f02d51e84f9b28577917c798493ce61d88ff52afb286cd1a1456d618accf994,2020-04,Gwent Police,Gwent Police,-3.280772,51.755018,On or near JERUSALEM STREET,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
a9e0947bdb9aabdaf381555bfdc97dcb77f14882ea6af33ad896caf52a33f440,2020-04,Gwent Police,Gwent Police,-2.969571,51.584246,On or near LUDLOW CLOSE,W01001643,Newport 013B,Investigation complete; no suspect identified
cce1a4f2ffd48387d77fd5b2d55db7c30b752bf1337958bc73fbb82b99715843,2020-04,Gwent Police,Gwent Police,-3.157488,51.753069,On or near BOURNVILLE ROAD,W01001445,Blaenau Gwent 005C,Investigation complete; no suspect identified
4385a37a6b295ad9efcaa1604a1bebc1365bc618e54dc5b9390c913e2f98cf89,2020-04,Gwent Police,Gwent Police,-3.243366,51.590899,On or near HEOL FAWR,W01001400,Caerphilly 019F,Investigation complete; no suspect identified
a38172772ed8bae901cfb6d4507247f698701dd62bf53bce522010834ff289d1,2020-04,Gwent Police,Gwent Police,-2.987910,51.591295,On or near Petrol Station,W01001693,Newport 013E,Investigation complete; no suspect identified
f19f029cab138b18242d23b44c0f2df78b38438d02cf751707ecb359d7179bd5,2020-04,Gwent Police,Gwent Police,-3.220210,51.695266,On or near BEDWELLTY ROAD,W01001325,Caerphilly 003A,Investigation complete; no suspect identified
d34e55834d6c1f1c736317d958aa5f93cc192d5b21aa8716707170a048908da3,2020-04,Gwent Police,Gwent Police,-3.245946,51.593362,On or near BOWLS LANE,W01001397,Caerphilly 019E,Investigation complete; no suspect identified
4b457224afbbcbbbc64fda80c60ac5f56536084483e573c4c9aaaa52f5634624,2020-04,Gwent Police,Gwent Police,-3.008087,51.608082,On or near Parking Area,W01001654,Newport 002D,Investigation complete; no suspect identified
eda82a0c5b11b2231e46e1d891bd7bfdc002ed2cbb316805f3912416c3a29e63,2020-04,Gwent Police,Gwent Police,-3.028274,51.611845,On or near Police Station,W01001621,Newport 003E,Investigation complete; no suspect identified
169b26567f1a63dd9cf2c03a58da3f42ccfce0d11f47a9a82641cffd67c8f0dc,2020-04,Gwent Police,Gwent Police,-3.142757,51.737100,On or near BARKER AVENUE,W01001453,Blaenau Gwent 008D,Investigation complete; no suspect identified
8fde64c2867c225a7632b888ef4d62de118395065527798878c945b993cd0148,2020-04,Gwent Police,Gwent Police,-2.966856,51.595049,On or near FIRBANK CRESCENT,W01001615,Newport 005B,Investigation complete; no suspect identified
d059601b5cb6104658b2392423fe424878ed7be16ed8f2ae977227f810be0a81,2020-04,Gwent Police,Gwent Police,-2.997067,51.587567,On or near Nightclub,W01001687,Newport 014D,Investigation complete; no suspect identified
d2a196d90ba8b0bd33b464631e8660323d79e20a6887fdd7c737495c5f20decf,2020-04,Gwent Police,Gwent Police,-3.246665,51.775957,On or near Supermarket,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
c1c35e71f2617cea98e5faa4e645a35f48bda57797d7e828847513de844ef1a8,2020-04,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
9d30049c6019625d6d001f99866647b6e9fd0e331c7c7fb6652c515680aeac54,2020-04,Gwent Police,Gwent Police,-2.981244,51.598167,On or near CAERLEON ROAD,W01001680,Newport 007E,Investigation complete; no suspect identified
52b933c8072ccd51340845bfdf1e389714454e6e2df69e819d390c079325c22f,2020-04,Gwent Police,Gwent Police,-3.225675,51.693491,On or near HEOL YSGOL NEWYDD,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
c8fabfd92eb3408d2cc48f836cdbe198d3dcf9a903dc7be06cf2f58671ccb49d,2020-04,Gwent Police,Gwent Police,-3.233012,51.567827,On or near Y DOLYDD,W01001426,Caerphilly 024E,Investigation complete; no suspect identified
294a6bfc8d34b4787200f354f583208143fd93a957b7601c97f2ebba985d2df8,2020-04,Gwent Police,Gwent Police,-3.028490,51.816615,On or near Supermarket,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
736648eecef665a13a8771e328b52989a3ce622f926813ff802c786524858b86,2020-04,Gwent Police,Gwent Police,-3.024670,51.662139,On or near NEW STREET,W01001520,Torfaen 007B,Investigation complete; no suspect identified
3ad2710d53b1cc2677739142b93a0273d932bf86ce1f0f66d469d8a424ec690c,2020-04,Gwent Police,Gwent Police,-3.127252,51.720436,On or near JUBILEE ROAD,W01001476,Blaenau Gwent 009D,Investigation complete; no suspect identified
76e979861641c5fc3e437b730b7b4c45f3784da6cf3a0336c2905385d929b0b5,2020-04,Gwent Police,Gwent Police,-3.279954,51.753255,On or near PLANTATION TERRACE,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
3aca42634d90268cd49ebd8b3c6920c84cbdcff74738e359dce936ad70168889,2020-04,Gwent Police,Gwent Police,-3.048580,51.593700,On or near STEVENSON CLOSE,W01001673,Newport 009D,Investigation complete; no suspect identified
51aa49981ebf4116a66163a26d2898c2eddacab6d9ec593303df122eacb6d959,2020-04,Gwent Police,Gwent Police,-3.203791,51.654460,On or near RHYMNEY CLOSE,W01001402,Caerphilly 011B,Investigation complete; no suspect identified
526baa65d9b4fb1a0194dac857e5ac8035180c330d966a3ee1e3ea1dab205a54,2020-04,Gwent Police,Gwent Police,-3.159651,51.679128,On or near CAE CELYN,W01001357,Caerphilly 006B,Investigation complete; no suspect identified
49ff354dce5516419c311b492b4bc2b94c7aae22908e017c0517119b448d278f,2020-04,Gwent Police,Gwent Police,-3.253190,51.767148,On or near BRANGWYN ROAD,W01001479,Blaenau Gwent 006D,Investigation complete; no suspect identified
47aebb908d51de067e03ee46e1f1f3ab9bb21003a5ca39dd4962fb72816a51c1,2020-04,Gwent Police,Gwent Police,-3.214628,51.644574,On or near GELLIDEG CLOSE,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
d215940a81e7b4a8767adad61df89f61095e3ee04811ba17dbff8f211e3b6442,2020-04,Gwent Police,Gwent Police,-3.020026,51.579574,On or near HIGHFIELD ROAD,W01001631,Newport 017C,Investigation complete; no suspect identified
dfe5e556c7a3c5209271c0c6500e882aac03eee6c31757d66f0a9383ede00402,2020-04,Gwent Police,Gwent Police,-3.258879,51.741920,On or near STATION ROAD,W01001374,Caerphilly 001A,Investigation complete; no suspect identified
beb7d10d5325fff245ea8982ab7199fc996eeed1328814e9a99a75387138c2e9,2020-04,Gwent Police,Gwent Police,-3.229690,51.685240,On or near GILFACH STREET,W01001337,Caerphilly 004B,Investigation complete; no suspect identified
e83acd7854bb39481807fa4bcdba33df6c88024d2680a0a25d844839f7b4697a,2020-04,Gwent Police,Gwent Police,-3.243329,51.720496,On or near JAMES STREET,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
fa34347da3ab764be51ad04e6b4553a363ea87ea298f1d2707a43aee9f9b0f3d,2020-04,Gwent Police,Gwent Police,-2.993638,51.595158,On or near WHEELER STREET,W01001681,Newport 006B,Investigation complete; no suspect identified
1733bfc344c802d6cfdbb2045b8efa06eee2ba7bae5bbd1216a167deb4ffd376,2020-04,Gwent Police,Gwent Police,-3.212653,51.785943,On or near Petrol Station,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
